LOAN_NBR|BORROWER_ID|COBORROWER_ID|STATE|COUNTY|LOAN_AMT|UPB|MONTHLYPMT|INTEREST_AMT|PMT_METHOD|DUE_DT|TXN_DT|DT_SRCE_BEG|DT_SRCE_END|ACTIVE
0000000790|0000000790|0000000790|AK|East|181438675|134180557|37672|74293|Internal Transfer|2021-03-31|2018-07-19 19:36:26|2018-07-15 20:13:17|9999-12-31 00:00:00|A
0000000791|0000000791|0000000791|CO|North|699453012|45710171|63811|88775|Internal Transfer|2019-10-31|2018-07-05 16:04:32|2018-07-01 12:08:44|9999-12-31 00:00:00|A
0000000792|0000000792|0000000792|MA|East|630554468|272355810|88945|11488|Internal Transfer|2022-08-31|2018-07-09 00:02:40|2018-07-04 16:39:44|9999-12-31 00:00:00|A
0000000793|0000000793|0000000793|NH|Central|70481718|41726321|66892|62463|ACH|2021-04-30|2018-07-24 01:37:43|2018-07-23 16:17:39|9999-12-31 00:00:00|A
0000000794|0000000794|0000000794|NY|Queens|879707443|325263294|69513|18678|ACH|2022-04-30|2018-07-19 00:34:21|2018-07-08 18:24:30|9999-12-31 00:00:00|A
0000000795|0000000795|0000000795|AR|West|473923014|186148317|68127|42682|ACH|2021-01-31|2018-07-26 15:15:22|2018-07-06 14:36:08|9999-12-31 00:00:00|A
0000000796|0000000796|0000000796|KY|North|561130183|359735069|34089|17709|Wire|2018-07-31|2018-07-22 18:27:25|2018-07-13 01:45:09|9999-12-31 00:00:00|A
0000000797|0000000797|0000000797|NJ|East|324268535|195367818|75594|22768|Check|2025-03-31|2018-07-11 06:30:07|2018-07-09 21:23:50|9999-12-31 00:00:00|A
0000000798|0000000798|0000000798|CO|North|551504054|180732913|45623|94962|Wire|2019-11-30|2018-07-22 14:21:29|2018-07-04 04:52:06|9999-12-31 00:00:00|A
0000000799|0000000799|0000000799|NV|East|642065234|502274697|4127|67310|Internal Transfer|2021-07-31|2018-07-27 13:32:07|2018-07-07 03:28:40|9999-12-31 00:00:00|A
0000000800|0000000800|0000000800|OH|Montgomery|681302050|402191183|16556|73184|Check|2018-06-30|2018-07-13 23:39:39|2018-07-06 12:09:24|9999-12-31 00:00:00|A
0000000801|0000000801|0000000801|ME|South|878309085|44609446|14961|28989|Check|2025-10-31|2018-07-04 02:17:08|2018-07-01 08:23:19|9999-12-31 00:00:00|A
0000000802|0000000802|0000000802|OK|South|997418742|638066464|3285|56646|ACH|2023-11-30|2018-07-11 06:38:43|2018-07-10 01:26:36|9999-12-31 00:00:00|A
0000000803|0000000803|0000000803|MA|West|808674616|670233779|14138|29754|Internal Transfer|2026-11-30|2018-07-04 07:09:43|2018-07-02 10:22:30|9999-12-31 00:00:00|A
0000000804|0000000804|0000000804|WV|West|295643496|162858357|69243|8025|Wire|2025-06-30|2018-07-28 00:54:20|2018-07-10 10:27:18|9999-12-31 00:00:00|A
0000000805|0000000805|0000000805|HI|West|953267041|64383895|48173|63333|Internal Transfer|2020-03-31|2018-07-06 07:59:30|2018-07-04 01:30:40|9999-12-31 00:00:00|A
0000000806|0000000806|0000000806|TX|Bexar|145408374|8259384|24832|73660|Internal Transfer|2025-06-30|2018-07-18 16:20:33|2018-07-01 22:28:53|9999-12-31 00:00:00|A
0000000807|0000000807|0000000807|ID|Central|55356950|45973805|5248|21934|Internal Transfer|2023-11-30|2018-07-07 14:26:25|2018-07-06 03:45:03|9999-12-31 00:00:00|A
0000000808|0000000808|0000000808|ID|South|881732155|249266963|74291|60763|Check|2022-12-31|2018-07-12 18:19:02|2018-07-01 14:02:15|9999-12-31 00:00:00|A
0000000809|0000000809|0000000809|HI|East|9977949|3022497|69855|28852|Check|2022-02-28|2018-07-27 10:42:38|2018-07-23 04:41:01|9999-12-31 00:00:00|A
0000000810|0000000810|0000000810|WV|West|174798997|21002897|42775|77248|Wire|2020-03-31|2018-07-15 20:21:42|2018-07-12 18:53:06|9999-12-31 00:00:00|A
0000000811|0000000811|0000000811|NH|Central|309661355|1239634|76681|39886|ACH|2021-08-31|2018-07-20 04:29:21|2018-07-18 06:53:27|9999-12-31 00:00:00|A
0000000812|0000000812|0000000812|KS|Central|40050871|987925|79028|18593|ACH|2019-04-30|2018-07-12 19:00:43|2018-07-07 13:22:31|9999-12-31 00:00:00|A
0000000813|0000000813|0000000813|NY|Bronx|188283517|153156124|38194|60266|Wire|2021-06-30|2018-07-22 02:56:40|2018-07-17 16:25:00|9999-12-31 00:00:00|A
0000000814|0000000814|0000000814|ND|South|137375078|31250158|71175|91223|Wire|2020-09-30|2018-07-24 10:20:19|2018-07-18 08:18:47|9999-12-31 00:00:00|A
0000000815|0000000815|0000000815|ME|Central|380800972|363993307|3942|71865|Internal Transfer|2026-11-30|2018-07-26 17:37:15|2018-07-18 07:23:05|9999-12-31 00:00:00|A
0000000816|0000000816|0000000816|DC|North|275821120|109983348|85037|42480|Check|2020-04-30|2018-07-18 07:00:44|2018-07-03 02:04:49|9999-12-31 00:00:00|A
0000000817|0000000817|0000000817|IA|North|575842494|150613104|47926|89173|Check|2023-06-30|2018-07-28 13:28:58|2018-07-28 06:32:57|9999-12-31 00:00:00|A
0000000818|0000000818|0000000818|OR|South|333482198|127155406|73792|58294|Internal Transfer|2025-12-31|2018-07-11 22:41:16|2018-07-07 13:03:12|9999-12-31 00:00:00|A
0000000819|0000000819|0000000819|NE|South|224770033|13923485|72211|31999|Internal Transfer|2026-08-31|2018-07-11 06:14:04|2018-07-04 19:24:56|9999-12-31 00:00:00|A
0000000820|0000000820|0000000820|WA|Central|179181692|55935903|52884|77217|Internal Transfer|2023-03-31|2018-07-29 04:45:38|2018-07-10 07:00:14|9999-12-31 00:00:00|A
0000000821|0000000821|0000000821|VA|South|316548763|27969160|6990|94556|Check|2021-05-31|2018-07-20 06:01:32|2018-07-08 00:56:30|9999-12-31 00:00:00|A
0000000822|0000000822|0000000822|VA|West|126896324|65976977|57242|742|Internal Transfer|2026-11-30|2018-07-08 16:14:37|2018-07-05 13:10:31|9999-12-31 00:00:00|A
0000000823|0000000823|0000000823|VT|West|564451639|522525288|58196|64425|Wire|2026-08-31|2018-07-01 21:49:13|2018-07-01 06:02:19|9999-12-31 00:00:00|A
0000000824|0000000824|0000000824|IL|Cook|174215750|138191377|39653|79932|Internal Transfer|2022-11-30|2018-07-13 00:17:23|2018-07-08 00:08:17|9999-12-31 00:00:00|A
0000000825|0000000825|0000000825|TX|Harris|189206150|8751437|83353|90904|Check|2024-08-31|2018-07-16 02:28:11|2018-07-10 17:02:09|9999-12-31 00:00:00|A
0000000826|0000000826|0000000826|WA|Central|669207125|663991445|31523|93373|Internal Transfer|2023-02-28|2018-07-28 17:26:37|2018-07-08 02:47:00|9999-12-31 00:00:00|A
0000000827|0000000827|0000000827|CT|Central|289285361|176674539|62023|42929|Internal Transfer|2022-07-31|2018-07-26 22:14:57|2018-07-12 11:39:18|9999-12-31 00:00:00|A
0000000828|0000000828|0000000828|CA|Orange|416963941|316121281|41992|11017|Internal Transfer|2025-04-30|2018-07-18 23:50:50|2018-07-03 23:58:35|9999-12-31 00:00:00|A
0000000829|0000000829|0000000829|GA|Cobb|581132813|251766994|47001|46137|Internal Transfer|2020-04-30|2018-07-13 23:53:04|2018-07-09 04:16:04|9999-12-31 00:00:00|A
0000000830|0000000830|0000000830|ND|West|837610913|674564176|57735|17793|ACH|2026-08-31|2018-07-11 14:27:37|2018-07-06 06:45:55|9999-12-31 00:00:00|A
0000000831|0000000831|0000000831|MD|West|996898572|633124177|69432|60165|Wire|2019-08-31|2018-07-27 01:31:35|2018-07-04 15:13:17|9999-12-31 00:00:00|A
0000000832|0000000832|0000000832|OH|Summit|90359922|36999421|52441|55573|Wire|2025-08-31|2018-07-28 09:53:14|2018-07-21 13:32:17|9999-12-31 00:00:00|A
0000000833|0000000833|0000000833|MA|South|262648190|42905799|94233|57871|Wire|2021-12-31|2018-07-07 20:46:13|2018-07-04 23:26:06|9999-12-31 00:00:00|A
0000000834|0000000834|0000000834|RI|South|109517388|39552341|52240|65842|Wire|2022-08-31|2018-07-08 03:06:33|2018-07-07 06:47:15|9999-12-31 00:00:00|A
0000000835|0000000835|0000000835|NE|North|872302136|17722873|8157|63204|ACH|2023-03-31|2018-07-25 14:24:09|2018-07-23 11:36:23|9999-12-31 00:00:00|A
0000000836|0000000836|0000000836|NM|Central|48472016|41526366|12077|6253|Internal Transfer|2021-06-30|2018-07-05 17:14:35|2018-07-01 12:33:28|9999-12-31 00:00:00|A
0000000837|0000000837|0000000837|KS|East|876556565|798511207|65579|6122|Check|2022-12-31|2018-07-30 06:18:37|2018-07-02 12:07:26|9999-12-31 00:00:00|A
0000000838|0000000838|0000000838|NH|North|654119403|24961402|80972|16107|ACH|2019-10-31|2018-07-28 04:26:51|2018-07-24 22:01:43|9999-12-31 00:00:00|A
0000000839|0000000839|0000000839|MI|Kent|508980328|393156975|84089|96998|ACH|2026-01-31|2018-07-23 00:01:17|2018-07-04 04:20:54|9999-12-31 00:00:00|A
0000000840|0000000840|0000000840|ND|Central|696337331|436436830|65772|84424|Check|2018-01-31|2018-07-05 14:36:48|2018-07-04 13:12:33|9999-12-31 00:00:00|A
0000000841|0000000841|0000000841|DC|West|21604658|9397420|74218|13817|Internal Transfer|2023-09-30|2018-07-02 04:47:28|2018-07-01 15:44:30|9999-12-31 00:00:00|A
0000000842|0000000842|0000000842|VA|South|57703570|18182573|79803|3442|Internal Transfer|2018-03-31|2018-07-24 09:06:29|2018-07-17 05:40:09|9999-12-31 00:00:00|A
0000000843|0000000843|0000000843|TN|South|332146370|59790547|53302|19407|ACH|2026-07-31|2018-07-20 05:48:42|2018-07-13 03:09:52|9999-12-31 00:00:00|A
0000000844|0000000844|0000000844|CO|West|393267389|124000424|90686|70758|ACH|2021-09-30|2018-07-18 11:41:10|2018-07-16 05:28:41|9999-12-31 00:00:00|A
0000000845|0000000845|0000000845|IL|Cook|970617467|413980175|74369|17637|ACH|2026-01-31|2018-07-11 19:48:45|2018-07-05 15:09:57|9999-12-31 00:00:00|A
0000000846|0000000846|0000000846|DC|West|481063626|66792311|75285|8074|Wire|2026-11-30|2018-07-20 22:43:17|2018-07-15 00:56:37|9999-12-31 00:00:00|A
0000000847|0000000847|0000000847|AL|South|405071045|351687533|89103|81166|Check|2021-07-31|2018-07-18 14:41:33|2018-07-05 08:24:44|9999-12-31 00:00:00|A
0000000848|0000000848|0000000848|PA|Delaware|577884739|318100189|21434|10828|Internal Transfer|2026-12-31|2018-07-23 02:40:08|2018-07-02 07:18:58|9999-12-31 00:00:00|A
0000000849|0000000849|0000000849|ME|North|472797512|1836438|49326|82535|Wire|2019-02-28|2018-07-09 08:32:34|2018-07-08 10:00:58|9999-12-31 00:00:00|A
0000000850|0000000850|0000000850|NJ|West|54990391|2924335|8636|94121|Wire|2026-06-30|2018-07-25 18:03:48|2018-07-04 04:48:23|9999-12-31 00:00:00|A
0000000851|0000000851|0000000851|IA|North|273643531|178383083|14234|40608|Wire|2022-10-31|2018-07-19 05:59:06|2018-07-15 10:16:42|9999-12-31 00:00:00|A
0000000852|0000000852|0000000852|MD|North|840326436|49769644|94089|82554|ACH|2019-04-30|2018-07-26 18:06:23|2018-07-16 14:22:20|9999-12-31 00:00:00|A
0000000853|0000000853|0000000853|AK|Central|337260680|148165436|91319|86864|Internal Transfer|2023-11-30|2018-07-24 12:22:50|2018-07-06 15:26:04|9999-12-31 00:00:00|A
0000000854|0000000854|0000000854|DE|West|222989543|172049611|44926|82253|Check|2019-08-31|2018-07-08 06:42:38|2018-07-03 03:14:40|9999-12-31 00:00:00|A
0000000855|0000000855|0000000855|FL|Hillsborough|582059049|100448230|91847|46168|Wire|2021-10-31|2018-07-12 22:00:36|2018-07-02 21:47:11|9999-12-31 00:00:00|A
0000000856|0000000856|0000000856|NJ|Central|431907998|1295542|26562|11197|ACH|2026-08-31|2018-07-14 12:38:19|2018-07-04 13:38:50|9999-12-31 00:00:00|A
0000000857|0000000857|0000000857|NC|Forsyth|899565720|577287020|84398|65652|Wire|2022-10-31|2018-07-08 16:02:46|2018-07-05 06:00:35|9999-12-31 00:00:00|A
0000000858|0000000858|0000000858|IL|Kane|948177833|910980705|57680|82964|Wire|2024-06-30|2018-07-31 10:00:33|2018-07-29 05:01:21|9999-12-31 00:00:00|A
0000000859|0000000859|0000000859|OK|Central|542007894|334023086|95141|57326|Internal Transfer|2026-05-31|2018-07-15 22:11:29|2018-07-09 15:53:08|9999-12-31 00:00:00|A
0000000860|0000000860|0000000860|MI|Oakland|195666990|41929210|66035|51703|Internal Transfer|2025-07-31|2018-07-21 08:27:02|2018-07-18 05:14:06|9999-12-31 00:00:00|A
0000000861|0000000861|0000000861|AK|East|445798340|164100542|7997|38280|ACH|2019-04-30|2018-07-25 13:25:59|2018-07-13 13:42:56|9999-12-31 00:00:00|A
0000000862|0000000862|0000000862|CA|Alameda|551086370|332434251|12008|19276|Internal Transfer|2022-06-30|2018-07-27 21:06:59|2018-07-27 18:37:09|9999-12-31 00:00:00|A
0000000863|0000000863|0000000863|UT|South|757003584|146357280|85755|76542|Check|2023-06-30|2018-07-28 06:40:25|2018-07-27 16:46:02|9999-12-31 00:00:00|A
0000000864|0000000864|0000000864|MO|Central|375912712|241669328|67978|78329|Wire|2019-12-31|2018-07-14 18:28:38|2018-07-05 21:39:41|9999-12-31 00:00:00|A
0000000865|0000000865|0000000865|IN|West|401131759|134593802|64930|41227|Internal Transfer|2026-04-30|2018-07-10 10:15:54|2018-07-02 18:02:25|9999-12-31 00:00:00|A
0000000866|0000000866|0000000866|GA|Cobb|124011196|66641813|27002|90188|Internal Transfer|2026-04-30|2018-07-09 01:42:24|2018-07-03 13:40:22|9999-12-31 00:00:00|A
0000000867|0000000867|0000000867|NH|Central|262672092|232937484|72277|46336|ACH|2020-09-30|2018-07-29 06:31:55|2018-07-27 17:12:53|9999-12-31 00:00:00|A
0000000868|0000000868|0000000868|RI|West|704548157|246770943|82204|75239|Wire|2024-03-31|2018-07-12 05:09:56|2018-07-11 06:05:29|9999-12-31 00:00:00|A
0000000869|0000000869|0000000869|MS|North|434732285|363858028|80969|1792|Internal Transfer|2023-11-30|2018-07-23 20:14:46|2018-07-06 09:14:22|9999-12-31 00:00:00|A
0000000870|0000000870|0000000870|PA|Allegheny|573185833|43120502|46079|59479|Wire|2026-01-31|2018-07-01 06:41:50|2018-07-01 02:56:55|9999-12-31 00:00:00|A
0000000871|0000000871|0000000871|NY|Suffolk|532834557|522668658|87414|76822|Internal Transfer|2023-10-31|2018-07-23 03:06:34|2018-07-10 08:12:37|9999-12-31 00:00:00|A
0000000872|0000000872|0000000872|KY|East|592466984|69032494|20059|40384|Check|2021-01-31|2018-07-29 05:07:56|2018-07-27 13:56:29|9999-12-31 00:00:00|A
0000000873|0000000873|0000000873|DC|Central|475159997|38770412|14584|93850|ACH|2024-02-29|2018-07-26 01:07:05|2018-07-04 14:51:24|9999-12-31 00:00:00|A
0000000874|0000000874|0000000874|AR|West|468669388|239993961|76550|60585|Internal Transfer|2024-01-31|2018-07-09 22:24:11|2018-07-04 08:04:58|9999-12-31 00:00:00|A
0000000875|0000000875|0000000875|DE|Central|692569812|442170978|18149|30468|ACH|2025-07-31|2018-07-11 08:24:28|2018-07-11 08:23:18|9999-12-31 00:00:00|A
0000000876|0000000876|0000000876|MT|South|919312533|782668534|35481|84429|Internal Transfer|2022-06-30|2018-07-14 21:20:01|2018-07-06 05:59:43|9999-12-31 00:00:00|A
0000000877|0000000877|0000000877|SD|West|533092323|386155562|92903|43114|Internal Transfer|2018-04-30|2018-07-06 02:52:55|2018-07-02 16:08:26|9999-12-31 00:00:00|A
0000000878|0000000878|0000000878|AZ|Central|451956801|19680655|85669|73032|Wire|2026-09-30|2018-07-21 15:42:22|2018-07-02 19:16:36|9999-12-31 00:00:00|A
0000000879|0000000879|0000000879|NJ|Central|258987412|59459115|92703|18081|Wire|2019-12-31|2018-07-29 21:59:12|2018-07-09 09:52:38|9999-12-31 00:00:00|A
0000000880|0000000880|0000000880|OH|Cuyahoga|692541405|308517348|70194|13915|Internal Transfer|2024-06-30|2018-07-14 09:20:28|2018-07-07 21:17:23|9999-12-31 00:00:00|A
0000000881|0000000881|0000000881|CT|South|410684781|238925965|18888|85124|Internal Transfer|2026-02-28|2018-07-27 12:37:28|2018-07-01 09:16:49|9999-12-31 00:00:00|A
0000000882|0000000882|0000000882|GA|Gwinnett|2420335|455269|33468|56451|Check|2024-03-31|2018-07-01 15:49:10|2018-07-01 04:06:20|9999-12-31 00:00:00|A
0000000883|0000000883|0000000883|ME|Central|332423627|18282433|60083|52960|Internal Transfer|2020-07-31|2018-07-09 03:37:29|2018-07-01 17:36:54|9999-12-31 00:00:00|A
0000000884|0000000884|0000000884|NE|South|924734257|115875776|8483|56631|Check|2020-06-30|2018-07-16 01:14:54|2018-07-01 06:05:34|9999-12-31 00:00:00|A
0000000885|0000000885|0000000885|OR|West|278251875|261127571|78184|69762|Check|2020-04-30|2018-07-15 21:37:49|2018-07-13 16:21:01|9999-12-31 00:00:00|A
0000000886|0000000886|0000000886|AK|East|802884306|338336461|32176|5827|Internal Transfer|2020-08-31|2018-07-09 02:44:48|2018-07-06 19:41:02|9999-12-31 00:00:00|A
0000000887|0000000887|0000000887|WY|Central|753384272|747446554|7480|60934|ACH|2019-03-31|2018-07-08 21:42:19|2018-07-06 16:52:52|9999-12-31 00:00:00|A
0000000888|0000000888|0000000888|AZ|Central|259537400|106724812|3437|86835|Internal Transfer|2019-08-31|2018-07-26 21:10:10|2018-07-08 22:38:07|9999-12-31 00:00:00|A
0000000889|0000000889|0000000889|WY|East|798765534|761649923|5647|1558|ACH|2021-01-31|2018-07-23 22:08:34|2018-07-07 01:00:37|9999-12-31 00:00:00|A
0000000890|0000000890|0000000890|NC|Cumberland|799326522|300858794|10757|73672|Wire|2025-07-31|2018-07-10 03:56:56|2018-07-08 08:56:21|9999-12-31 00:00:00|A
0000000891|0000000891|0000000891|RI|North|223617462|102511613|81851|84660|Wire|2024-04-30|2018-07-23 10:01:10|2018-07-03 21:06:16|9999-12-31 00:00:00|A
0000000892|0000000892|0000000892|MD|West|252862957|78292949|55897|54192|ACH|2019-09-30|2018-07-22 19:26:21|2018-07-02 06:22:23|9999-12-31 00:00:00|A
0000000893|0000000893|0000000893|CA|Los Angeles|769569728|39360920|97645|80646|Check|2026-07-31|2018-07-19 16:44:31|2018-07-01 05:13:19|9999-12-31 00:00:00|A
0000000894|0000000894|0000000894|MT|West|479407025|83411336|85922|68659|Wire|2019-08-31|2018-07-14 16:04:11|2018-07-08 23:36:22|9999-12-31 00:00:00|A
0000000895|0000000895|0000000895|WV|East|777479863|645252515|68303|41215|Wire|2021-09-30|2018-07-01 18:37:38|2018-07-01 08:25:56|9999-12-31 00:00:00|A
0000000896|0000000896|0000000896|OR|West|42135379|28665272|38497|54268|Internal Transfer|2023-08-31|2018-07-11 03:41:20|2018-07-06 05:59:10|9999-12-31 00:00:00|A
0000000897|0000000897|0000000897|AR|East|430701503|327837481|8549|26070|ACH|2025-09-30|2018-07-17 23:24:20|2018-07-15 02:33:30|9999-12-31 00:00:00|A
0000000898|0000000898|0000000898|MA|West|866899688|866032225|23080|93097|Check|2020-12-31|2018-07-18 08:06:06|2018-07-11 12:08:42|9999-12-31 00:00:00|A
0000000899|0000000899|0000000899|MS|East|938727588|731016292|97499|40175|Internal Transfer|2020-07-31|2018-07-05 11:23:06|2018-07-03 13:06:28|9999-12-31 00:00:00|A
0000000900|0000000900|0000000900|DC|Central|846830365|105172578|23910|91471|Check|2023-11-30|2018-07-28 13:08:06|2018-07-20 11:00:28|9999-12-31 00:00:00|A
0000000901|0000000901|0000000901|MN|South|411710423|264370237|75832|2905|Wire|2021-08-31|2018-07-24 16:42:47|2018-07-03 19:52:04|9999-12-31 00:00:00|A
0000000902|0000000902|0000000902|MS|Central|459706715|258655570|97857|32845|Check|2026-02-28|2018-07-13 22:04:45|2018-07-03 02:25:25|9999-12-31 00:00:00|A
0000000903|0000000903|0000000903|KY|South|527396015|173265803|89150|34945|Internal Transfer|2026-04-30|2018-07-23 18:04:04|2018-07-03 13:33:21|9999-12-31 00:00:00|A
0000000904|0000000904|0000000904|IA|North|454821009|91472020|26976|75562|ACH|2018-07-31|2018-07-26 12:25:42|2018-07-01 02:55:08|9999-12-31 00:00:00|A
0000000905|0000000905|0000000905|ND|West|38554598|27208811|7329|54836|Wire|2024-06-30|2018-07-12 10:12:36|2018-07-10 19:09:28|9999-12-31 00:00:00|A
0000000906|0000000906|0000000906|NM|West|635644381|205166673|39301|7340|Internal Transfer|2026-05-31|2018-07-07 10:27:55|2018-07-06 15:46:26|9999-12-31 00:00:00|A
0000000907|0000000907|0000000907|WA|South|906660316|451760737|96170|84406|ACH|2021-08-31|2018-07-12 00:19:04|2018-07-11 08:42:18|9999-12-31 00:00:00|A
0000000908|0000000908|0000000908|ND|Central|430689713|258672854|56578|48587|Wire|2019-09-30|2018-07-09 05:05:53|2018-07-04 23:43:43|9999-12-31 00:00:00|A
0000000909|0000000909|0000000909|TX|Harris|301814068|101019013|62112|75914|Wire|2024-02-29|2018-07-14 17:14:39|2018-07-05 13:11:47|9999-12-31 00:00:00|A
0000000910|0000000910|0000000910|IN|West|615321088|239278473|8206|95664|Internal Transfer|2025-04-30|2018-07-09 08:49:14|2018-07-08 19:42:24|9999-12-31 00:00:00|A
0000000911|0000000911|0000000911|NY|Suffolk|862047106|320386142|72333|63961|Wire|2026-01-31|2018-07-15 06:14:56|2018-07-13 18:02:22|9999-12-31 00:00:00|A
0000000912|0000000912|0000000912|VT|Central|959276302|842048868|37264|87376|Wire|2026-10-31|2018-07-12 13:23:46|2018-07-12 00:20:19|9999-12-31 00:00:00|A
0000000913|0000000913|0000000913|AZ|North|38219018|32026402|37443|64302|Internal Transfer|2018-06-30|2018-07-12 06:56:54|2018-07-09 07:31:47|9999-12-31 00:00:00|A
0000000914|0000000914|0000000914|CO|East|146111566|59011165|72237|71769|ACH|2024-12-31|2018-07-08 01:02:11|2018-07-06 22:19:07|9999-12-31 00:00:00|A
0000000915|0000000915|0000000915|IL|Lake|191455723|23219597|42142|82387|Check|2019-07-31|2018-07-19 07:20:24|2018-07-01 17:11:14|9999-12-31 00:00:00|A
0000000916|0000000916|0000000916|LA|West|829339678|321049633|43673|58614|Internal Transfer|2021-05-31|2018-07-07 02:08:47|2018-07-05 09:56:10|9999-12-31 00:00:00|A
0000000917|0000000917|0000000917|FL|Hillsborough|748419232|567287218|10952|58152|Internal Transfer|2020-01-31|2018-07-07 19:28:34|2018-07-06 04:28:51|9999-12-31 00:00:00|A
0000000918|0000000918|0000000918|MA|South|145786718|115600725|75667|70480|Check|2019-03-31|2018-07-22 16:50:03|2018-07-12 19:42:26|9999-12-31 00:00:00|A
0000000919|0000000919|0000000919|MA|Central|407703239|320505167|96190|97228|Check|2018-06-30|2018-07-20 22:18:09|2018-07-15 07:50:56|9999-12-31 00:00:00|A
0000000920|0000000920|0000000920|AK|North|299401975|273069370|67320|45552|Wire|2022-01-31|2018-07-28 12:49:20|2018-07-26 08:27:45|9999-12-31 00:00:00|A
0000000921|0000000921|0000000921|OK|Central|304551985|106689999|63565|89523|ACH|2021-08-31|2018-07-31 14:53:53|2018-07-17 00:16:45|9999-12-31 00:00:00|A
0000000922|0000000922|0000000922|OK|Central|742810816|409001292|81534|27502|Check|2022-12-31|2018-07-02 01:49:21|2018-07-02 01:03:31|9999-12-31 00:00:00|A
0000000923|0000000923|0000000923|WV|Central|675180750|464491289|29261|28881|Internal Transfer|2021-07-31|2018-07-10 20:06:51|2018-07-09 22:03:08|9999-12-31 00:00:00|A
0000000924|0000000924|0000000924|AL|Central|345657464|278054091|27965|51704|Check|2022-05-31|2018-07-03 15:15:04|2018-07-03 04:46:55|9999-12-31 00:00:00|A
0000000925|0000000925|0000000925|TN|East|635328926|166243598|63871|5766|Check|2023-04-30|2018-07-17 16:01:13|2018-07-07 18:54:31|9999-12-31 00:00:00|A
0000000926|0000000926|0000000926|OK|North|152331781|62174509|67986|43299|Check|2023-07-31|2018-07-24 03:43:45|2018-07-15 13:00:29|9999-12-31 00:00:00|A
0000000927|0000000927|0000000927|LA|North|664762960|604266129|61820|23173|Wire|2020-07-31|2018-07-21 08:40:23|2018-07-08 20:57:31|9999-12-31 00:00:00|A
0000000928|0000000928|0000000928|WY|West|818592772|281795296|44922|92556|ACH|2020-07-31|2018-07-03 08:54:40|2018-07-01 10:19:48|9999-12-31 00:00:00|A
0000000929|0000000929|0000000929|CO|North|553983096|385659392|45568|11487|Check|2024-11-30|2018-07-11 13:48:23|2018-07-07 13:04:50|9999-12-31 00:00:00|A
0000000930|0000000930|0000000930|ME|East|106037435|51590094|92063|46520|Check|2021-06-30|2018-07-10 02:36:04|2018-07-10 00:35:11|9999-12-31 00:00:00|A
0000000931|0000000931|0000000931|OK|South|846291951|435594947|27750|44588|Wire|2020-04-30|2018-07-27 09:03:43|2018-07-17 10:47:29|9999-12-31 00:00:00|A
0000000932|0000000932|0000000932|VA|South|100056131|64363297|23730|5047|Internal Transfer|2020-01-31|2018-07-26 07:50:04|2018-07-24 12:11:22|9999-12-31 00:00:00|A
0000000933|0000000933|0000000933|HI|North|642617376|31826984|56096|59993|Check|2023-08-31|2018-07-12 20:12:36|2018-07-02 20:35:33|9999-12-31 00:00:00|A
0000000934|0000000934|0000000934|CO|North|52311189|4097175|37889|49802|Check|2022-08-31|2018-07-01 01:15:36|2018-07-01 01:01:03|9999-12-31 00:00:00|A
0000000935|0000000935|0000000935|VA|North|725030580|336857703|16829|14112|Internal Transfer|2019-04-30|2018-07-07 11:41:26|2018-07-04 20:23:13|9999-12-31 00:00:00|A
0000000936|0000000936|0000000936|MO|West|960998133|557934639|42135|77419|Internal Transfer|2022-05-31|2018-07-25 10:39:41|2018-07-01 01:05:49|9999-12-31 00:00:00|A
0000000937|0000000937|0000000937|RI|West|180112949|129701817|10134|60445|Internal Transfer|2020-11-30|2018-07-02 10:11:53|2018-07-02 06:21:10|9999-12-31 00:00:00|A
0000000938|0000000938|0000000938|KY|South|404728063|111127197|21513|91294|ACH|2025-03-31|2018-07-03 13:28:04|2018-07-02 13:35:19|9999-12-31 00:00:00|A
0000000939|0000000939|0000000939|UT|North|144079811|70492801|56409|52824|Internal Transfer|2019-07-31|2018-07-20 20:05:27|2018-07-10 15:48:01|9999-12-31 00:00:00|A
0000000940|0000000940|0000000940|KY|East|673423599|276230072|29943|77863|Wire|2025-12-31|2018-07-09 07:05:42|2018-07-09 04:50:06|9999-12-31 00:00:00|A
0000000941|0000000941|0000000941|ME|Central|443261916|169599486|62926|39075|Check|2026-04-30|2018-07-30 11:58:01|2018-07-04 16:01:08|9999-12-31 00:00:00|A
0000000942|0000000942|0000000942|ND|South|392103794|237881585|57038|89633|Check|2022-05-31|2018-07-01 05:05:55|2018-07-01 03:14:56|9999-12-31 00:00:00|A
0000000943|0000000943|0000000943|CA|Orange|121823440|40071922|56313|89888|ACH|2021-04-30|2018-07-08 03:32:09|2018-07-02 04:44:37|9999-12-31 00:00:00|A
0000000944|0000000944|0000000944|WI|North|97634781|25799686|16409|75617|Wire|2019-04-30|2018-07-19 23:39:44|2018-07-07 06:59:42|9999-12-31 00:00:00|A
0000000945|0000000945|0000000945|KS|North|280453992|82249457|82541|86243|ACH|2022-09-30|2018-07-19 23:10:46|2018-07-19 03:21:11|9999-12-31 00:00:00|A
0000000946|0000000946|0000000946|AL|East|199346802|7378683|74063|23486|Check|2022-05-31|2018-07-23 01:59:21|2018-07-08 12:51:28|9999-12-31 00:00:00|A
